,iare_code,iare_name,name_process,abs_code,abs_name,len
137,IARE201017,Northcote - Preston - Whittlesea,"[['Northcote'], ['Preston'], ['Whittlesea']]","[2111101, 2111102, 2111103, 2111104, 2111105, 2111106, 2111107, 2111108, 2111109, 2111110, 2111111, 2111112, 2111113, 2111114, 2111115, 2111116, 2111117, 2111118, 2111119, 2111120, 2111121, 2111122, 2111123, 2111124, 2111125, 2111126, 2111127, 2111128, 2111129, 2111130, 2111131, 2111132, 2111133, 2111134, 2111135, 2111136, 2111137, 2111138, 2111139, 2111140, 2111141, 2111142, 2111143, 2111144, 2111145, 2111146, 2111147, 2111148, 2111149, 2111150, 2111151, 2111152, 2111153, 2142801, 2142802, 2142803, 2142804, 2142805, 2142806, 2142807, 2142808, 2142809, 2142810, 2142811, 2142812, 2142813, 2142814, 2142815, 2142816, 2142817, 2142818, 2142819, 2142820, 2142821, 2142822, 2142823, 2142824, 2142825, 2142826, 2142827, 2142828, 2142829, 2142830, 2142831, 2142832, 2142833, 2142834, 2142835, 2142836, 2142837, 2142838, 2142839, 2142840, 2121601, 2121603, 2121604, 2121605, 2121606, 2121607, 2121608, 2121609, 2121610, 2121611, 2121612, 2121613, 2121614, 2121615, 2121616, 2121701, 2121702, 2121703, 2121704, 2121705, 2121706, 2121707, 2121708, 2121709, 2121710, 2121711, 2121712, 2121713, 2121714, 2121715, 2121716, 2121717, 2121718, 2121901, 2121902, 2121903, 2121904, 2121905, 2121906, 2121907, 2121908, 2121909, 2121910, 2121911, 2121912, 2121913, 2121914, 2121915, 2121916, 2121917, 2121918, 2121919, 2121920, 2121921, 2121922, 2121923, 2121924, 2121925, 2121926, 2121927, 2121928, 2121929, 2121930, 2121931, 2121932, 2121933, 2121934, 2121935, 2121936, 2121937, 2121938, 2121939, 2121940, 2121941, 2121942, 2121943, 2121944, 2121945, 2121946, 2121947, 2121948, 2121949, 2121950, 2121951, 2122001, 2122002, 2122003, 2122004, 2122005, 2122006, 2122007, 2122008, 2122009, 2122010, 2122011, 2122012, 2122013, 2122014, 2122015, 2122016, 2122017, 2122018, 2122019, 2122020, 2122021, 2122022, 2122023, 2122024, 2122025, 2122026, 2122027, 2122028, 2122029, 2122030, 2122031, 2122032, 2122033, 2122034, 2122035, 2122036, 2122037, 2122038, 2122039, 2122040, 2122041, 2122042, 2122043, 2122044, 2122045, 2122046, 2122101, 2122102, 2122103, 2122104, 2122105, 2122106, 2122107, 2122108, 2122109, 2122110, 2122111, 2122112, 2122113, 2122114, 2122115, 2122116, 2122117, 2122118, 2122119, 2122120, 2122121, 2122122, 2122123, 2122124, 2122125, 2122126, 2122127, 2122128, 2122129, 2122301, 2122302, 2122303, 2122304, 2122305, 2122306, 2122307, 2122308, 2122309, 2122310, 2122311, 2122312, 2122313, 2122314, 2122315, 2122316, 2122317, 2122318, 2122319, 2122320, 2122321, 2122322, 2122323, 2122324, 2122325, 2122326, 2122327, 2122328, 2122329, 2122330, 2122331, 2122332, 2122333, 2122334, 2122335, 2122336, 2122337, 2122338, 2122339, 2122340, 2122341, 2122342, 2122343, 2122344, 2122345, 2122346, 2122347, 2122348, 2122349, 2122350, 2122351, 2122352, 2122353, 2122354, 2122501, 2122502, 2122503, 2122504, 2122505, 2122506, 2122507, 2122508, 2122509, 2122510, 2122511, 2122512, 2122513, 2122514, 2122515, 2122516, 2122517, 2122518, 2122519, 2122520, 2122521, 2143001, 2143002, 2143003, 2143004, 2143005, 2143006, 2143007, 2143008, 2143009, 2143010, 2143011, 2143012, 2143013, 2143014, 2143015, 2143016, 2143017, 2143018, 2143019, 2143020, 2143021, 2143022, 2143023, 2143024, 2143025, 2143026, 2143027, 2143028, 2143029, 2143030, 2143031, 2143032, 2143033, 2143035, 2143036, 2143037, 2143038, 2143039, 2143040, 2143041, 2143042, 2143043, 2143101, 2143102, 2143103, 2143104, 2143105, 2143106, 2143107, 2143108, 2143109, 2143110, 2143111, 2143112, 2143113, 2143114, 2143115, 2143116, 2143117, 2143118, 2143119, 2143120, 2143121, 2143122, 2143123, 2143124, 2143125, 2143126, 2143127, 2143128, 2143129, 2143130, 2143131, 2143132, 2143133, 2143201, 2143202, 2143203, 2143204, 2143205, 2143206, 2143207, 2143208, 2143209, 2143210, 2143211, 2143212, 2143213, 2143214, 2143215, 2143216, 2143217, 2143218, 2143219, 2143220, 2143221, 2143222, 2143223, 2143224, 2143225, 2143226, 2143301, 2143302, 2143303, 2143304, 2143305, 2143306, 2143307, 2143308, 2143309, 2143310, 2143311, 2143312, 2143313, 2143314, 2143315, 2143316, 2143317, 2143318, 2143319, 2143320, 2143321, 2143322, 2143401, 2143402, 2143403, 2143404, 2143405, 2143406, 2143407, 2143408, 2143409, 2143410, 2143411, 2143412, 2143413, 2143414, 2143415, 2143416, 2143417, 2143418, 2143419, 2143420, 2143421, 2143422, 2143424, 2143425, 2143426, 2143427, 2143428, 2143429, 2143430, 2143501, 2143502, 2143503, 2143504, 2143505, 2143506, 2143507, 2143508, 2143509, 2143510, 2143511, 2143512, 2143513, 2143514, 2143515, 2143516, 2143517, 2143518, 2143519, 2143520, 2143521, 2143522, 2143523, 2143524, 2143525, 2143601, 2143602, 2143603, 2143604, 2143605, 2143606, 2143607, 2143608, 2143609, 2143610, 2143611, 2143612, 2143613, 2143614, 2143615, 2143616, 2143617, 2143618, 2143619, 2143620, 2143621, 2143622, 2143623, 2143624, 2143625, 2143626, 2143627, 2143628, 2143629, 2143630, 2143631, 2143632, 2143633, 2143634, 2143635, 2143701, 2143702, 2143703, 2143704, 2143705, 2143706, 2143707, 2143708]","Northcote, Preston - East, Whittlesea (C)",32
115,IARE202004,Campaspe - Shepparton - Moira,"[['Campaspe'], ['Shepparton'], ['Moira']]","[2140601, 2140602, 2140603, 2140604, 2140605, 2140606, 2140607, 2140608, 2140609, 2140610, 2140611, 2140612, 2140613, 2140614, 2140615, 2140616, 2140617, 2140618, 2140619, 2140620, 2140621, 2140622, 2140623, 2140624, 2140625, 2140626, 2140627, 2140628, 2140629, 2140630, 2140631, 2140632, 2140633, 2140634, 2140635, 2140636, 2140637, 2140638, 2140639, 2140640, 2140701, 2140702, 2140703, 2140704, 2140705, 2140706, 2140707, 2140708, 2140709, 2140710, 2140711, 2140712, 2140713, 2140714, 2140715, 2140716, 2140717, 2140718, 2140719, 2140720, 2140721, 2140722, 2140723, 2140724, 2140725, 2140726, 2140727, 2140728, 2140729, 2140730, 2140801, 2140802, 2140803, 2140804, 2140805, 2140806, 2140807, 2140808, 2140809, 2140810, 2140811, 2140812, 2140813, 2140901, 2140902, 2140903, 2140904, 2140905, 2140906, 2140907, 2140908, 2140909, 2140910, 2140911, 2141001, 2141002, 2141003, 2141004, 2141005, 2141006, 2141007, 2141008, 2141009, 2141010, 2141011, 2141012, 2141013, 2141014, 2141501, 2141502, 2141503, 2141504, 2141505, 2141506, 2141507, 2141508, 2141509, 2141510, 2141511, 2141512, 2141513, 2141514, 2141515, 2141516, 2141518, 2141520, 2141521, 2141522, 2141523, 2141524, 2141525, 2141601, 2141603, 2141604, 2141605, 2141606, 2141607, 2141608, 2141609, 2141610, 2141611, 2141612, 2141613, 2141614, 2141615, 2141616, 2141617, 2141618, 2141619, 2141620, 2141621, 2141622, 2141623, 2141624, 2141625, 2141626, 2141627, 2141628, 2141629, 2141630, 2141631, 2141632, 2141633, 2141634, 2141635, 2141636, 2141637, 2141638, 2141639, 2141640, 2141641, 2141642, 2141643, 2141644, 2141645, 2141646, 2141701, 2141702, 2141703, 2141704, 2141705, 2141706, 2141707, 2141708, 2141709, 2141710, 2141711, 2141713, 2141714, 2141715, 2141716, 2141718, 2141719, 2141720, 2141721, 2141722, 2141723, 2141724, 2141725, 2141726, 2141727, 2141728, 2141729, 2141730, 2141731, 2141732, 2141733, 2141734, 2141736, 2141737, 2141738, 2141739, 2141740, 2141741, 2141742, 2141743, 2141744, 2141745, 2141746, 2141747, 2141748, 2141749, 2141750, 2141751, 2141752, 2141753, 2141754, 2141755, 2141756, 2141757, 2141801, 2141802, 2141803, 2141804, 2141805, 2141806, 2141807, 2141808, 2141809, 2141810, 2141811, 2141812, 2141813, 2141901, 2141902, 2141903, 2141904, 2141905, 2141906, 2141907, 2141908, 2141909, 2141910, 2141911, 2141912, 2141913, 2141914, 2141915, 2141916, 2141917, 2141918, 2141919, 2141920, 2141921, 2141922, 2141923, 2141924, 2141925, 2141926, 2141927, 2141928, 2141929, 2141101, 2141102, 2141103, 2141104, 2141105, 2141106, 2141107, 2141108, 2141109, 2141110, 2141111, 2141112, 2141113, 2141114, 2141115, 2141116, 2141117, 2141201, 2141202, 2141203, 2141204, 2141205, 2141206, 2141207, 2141208, 2141209, 2141301, 2141302, 2141303, 2141304, 2141305, 2141306, 2141307, 2141308, 2141309, 2141310, 2141311, 2141312, 2141313, 2141314, 2141315, 2141316, 2141317, 2141318, 2141319, 2141320, 2141321, 2141322, 2141323, 2141324, 2141325, 2141326, 2141327, 2141328, 2141329, 2141330, 2141331, 2141332, 2141333, 2141334, 2141335, 2141336, 2141337, 2141338, 2141401, 2141402, 2141403, 2141404, 2141405, 2141406, 2141407, 2141408, 2141409, 2141410, 2141411, 2141413, 2141415, 2141416, 2141417, 2141418, 2141419, 2141420, 2141421]","Campaspe (S), Greater Shepparton (C), Moira (S)",29
138,IARE202011,South Gippsland - Bass Coast,"[['South', 'Gippsland'], ['Bass', 'Coast']]","[2108701, 2108702, 2108703, 2108704, 2108705, 2108706, 2108707, 2108708, 2108709, 2108710, 2108711, 2108712, 2108713, 2108714, 2108715, 2108716, 2108717, 2108718, 2108719, 2108720, 2108721, 2108722, 2108723, 2108724, 2108725, 2108901, 2108902, 2108903, 2108904, 2108905, 2108906, 2108907, 2108908, 2108909, 2108910, 2108911, 2108912, 2108913, 2108914, 2108915, 2108916, 2108917, 2108918, 2108919, 2108920, 2108921, 2108924, 2108925, 2109001, 2109002, 2109003, 2109004, 2109005, 2109006, 2109007, 2109008, 2109009, 2109010, 2109011, 2109012, 2109013, 2109014, 2109015, 2109016, 2109017, 2109018, 2109019, 2109020, 2109021, 2109022, 2109023, 2109024, 2109025, 2109026, 2109201, 2108923, 2109101, 2109102, 2109103, 2109104, 2109105, 2109106, 2109107, 2109108, 2109109, 2109110, 2109111, 2109112, 2109113, 2109114, 2109115, 2109116, 2109117, 2109118, 2109119, 2109120, 2109121, 2109122, 2109123, 2109124, 2109301, 2109302, 2109303, 2109304, 2109305, 2109306, 2109307, 2109308, 2109309, 2109310, 2109311, 2109312, 2109313, 2109314, 2109315, 2109316, 2109317, 2109318, 2109319, 2109320, 2109321, 2109322, 2109324, 2109325, 2109326, 2109327, 2109328, 2109329, 2109330, 2109331, 2109332, 2109333, 2109334, 2109335, 2109336, 2109337, 2109338, 2109340, 2109341, 2109342, 2109343, 2109344, 2109345, 2109346, 2109347, 2109348, 2109349, 2109351, 2109352, 2109353, 2109354, 2109355, 2109356, 2109357, 2109358]","South Gippsland (S), Bass Coast (S)",28
139,IARE202013,Southern Grampians - Glenelg,"[['Southern', 'Grampians'], ['Glenelg']]","[2142101, 2142102, 2142103, 2142104, 2142105, 2142106, 2142107, 2142108, 2142109, 2142110, 2142112, 2142113, 2142114, 2142115, 2142116, 2142117, 2142118, 2142119, 2142120, 2142121, 2142122, 2142123, 2142124, 2142125, 2142126, 2142127, 2142128, 2142129, 2142130, 2142301, 2142302, 2142303, 2142304, 2142305, 2142306, 2142307, 2142308, 2142309, 2142310, 2142311, 2142312, 2142313, 2142314, 2142315, 2142316, 2142317, 2142318, 2142319, 2142320, 2142321, 2142322, 2142001, 2142002, 2142003, 2142004, 2142005, 2142006, 2142007, 2142008, 2142009, 2142010, 2142011, 2142012, 2142013, 2142014, 2142015, 2142016, 2142017, 2142018, 2142019, 2142020, 2142021, 2142022, 2142023, 2142024, 2142025, 2142026, 2142027, 2142028, 2142029, 2142030, 2142031, 2142201, 2142202, 2142203, 2142204, 2142205, 2142207, 2142208, 2142209, 2142210, 2142211, 2142212, 2142213, 2142214, 2142215, 2142216, 2142217, 2142218, 2142219, 2142221, 2142222, 2142223, 2142224, 2142225, 2142226, 2142227, 2142228, 2142229, 2142230, 2142231, 2142232, 2142233, 2142234, 2142235]","Southern Grampians (S), Glenelg (S)",28
127,IARE201008,Maribyrnong - Moonee Valley,"[['Maribyrnong'], ['Moonee', 'Valley']]","[2134701, 2134702, 2134703, 2134704, 2134705, 2134706, 2134707, 2134708, 2134709, 2134710, 2134711, 2134712, 2134713, 2134714, 2134715, 2134717, 2134718, 2134719, 2134720, 2134721, 2134722, 2134723, 2134724, 2134725, 2134726, 2134727, 2134728, 2134729, 2134730, 2134731, 2134732, 2134733, 2134735, 2134736, 2134737, 2134738, 2134739, 2134740, 2134741, 2134742, 2134743, 2134801, 2134802, 2134803, 2134804, 2134805, 2134806, 2134807, 2134809, 2134810, 2134811, 2134812, 2134813, 2134814, 2134815, 2134816, 2134817, 2134818, 2134819, 2134820, 2134821, 2134822, 2134823, 2134824, 2134825, 2134826, 2134827, 2134829, 2134830, 2134831, 2134832, 2134833, 2134834, 2134835, 2134836, 2134902, 2134903, 2134904, 2134905, 2134906, 2134907, 2134908, 2134909, 2134910, 2134911, 2134912, 2134913, 2134914, 2134915, 2134916, 2134917, 2134918, 2134919, 2134920, 2134921, 2134922, 2134923, 2134924, 2134925, 2134926, 2134927, 2134928, 2135001, 2135002, 2135003, 2135004, 2135005, 2135006, 2135007, 2135008, 2135009, 2135010, 2135011, 2135012, 2135013, 2135014, 2135015, 2135016, 2135017, 2135018, 2135019, 2135101, 2135102, 2135103, 2135104, 2135105, 2135106, 2135107, 2135108, 2135109, 2135110, 2135111, 2135112, 2135113, 2135114, 2135115, 2135116, 2135117, 2135118, 2135119, 2135120, 2135121, 2135122, 2135123, 2135124, 2135125, 2135126, 2135127, 2135128, 2135201, 2135202, 2135203, 2135204, 2135205, 2135206, 2135207, 2135208, 2135209, 2135210, 2135211, 2135212, 2135213, 2135214, 2135215, 2135216, 2135217, 2135218, 2135219, 2135220, 2135221, 2135222, 2135223, 2135224, 2135225, 2135226, 2135227, 2135228, 2135229, 2135230, 2135231, 2135232, 2111301, 2111302, 2111303, 2111304, 2111305, 2111306, 2111307, 2111308, 2111309, 2111310, 2111311, 2111312, 2111313, 2111314, 2111315, 2111316, 2111317, 2111318, 2111319, 2111320, 2111321, 2111322, 2111323, 2111324, 2111325, 2111326, 2111327, 2111328, 2111329, 2111330, 2111331, 2111332, 2111401, 2111402, 2111403, 2111404, 2111405, 2111406, 2111407, 2111408, 2111409, 2111410, 2111411, 2111412, 2111413, 2111414, 2111415, 2111416, 2111417, 2111418, 2111419, 2111420, 2111421, 2111422, 2111423, 2111424, 2111425, 2111426, 2111427, 2111428, 2111429, 2111430, 2111431, 2111432, 2111433, 2111434, 2111435, 2111436, 2111437, 2111438, 2111439, 2111440, 2111441, 2111442, 2111443, 2111444, 2111445, 2111446, 2111447, 2111448, 2111449, 2111450, 2111451, 2111452, 2111453, 2111454, 2111455, 2111456, 2111457, 2111458, 2111459, 2111460, 2111461, 2111501, 2111502, 2111503, 2111504, 2111505, 2111506, 2111507, 2111508, 2111509, 2111510, 2111511, 2111512, 2111513, 2111514, 2111515, 2111516, 2111518, 2111519, 2111520, 2111521, 2111522, 2111523, 2111524, 2111601, 2111602, 2111603, 2111604, 2111605, 2111606, 2111607, 2111608, 2111609, 2111610, 2111611, 2111612, 2111613, 2111614, 2111615, 2111616, 2111617, 2111618, 2111619, 2111620, 2111621, 2111622, 2111623, 2111624, 2111625, 2111626, 2111627, 2111628, 2111629, 2111630, 2111631, 2111632, 2122601, 2122602, 2122603, 2122604, 2122605, 2122606, 2122607, 2122608, 2122609, 2122610, 2122611, 2122612, 2122613, 2122614, 2122615, 2122616, 2122617, 2122701, 2122901, 2122902, 2122903, 2122904, 2122905, 2122906, 2122907, 2122908, 2122909, 2122910, 2122911, 2122912, 2122913, 2122914, 2122915, 2122916, 2122917, 2122918, 2122919, 2122920, 2122921, 2122922, 2122923, 2122924, 2122925, 2122926, 2122927, 2122928, 2122929, 2122930, 2122931, 2122932, 2122933, 2122934, 2122935, 2122936, 2122937, 2122938, 2122939, 2122940, 2122941, 2122942, 2122943, 2122944, 2122945, 2122946, 2122947, 2122948, 2122949, 2122950, 2122951, 2122952, 2122953, 2122954, 2122955, 2122957, 2122958, 2122959, 2122960, 2122961, 2122962, 2122963, 2122964, 2123001, 2123002, 2123003, 2123004, 2123005, 2123006, 2123007, 2123008, 2123009, 2123010, 2123011, 2123012, 2123013, 2123014, 2123015, 2123016, 2123017, 2123101, 2123102, 2123103, 2123104, 2123105, 2123106, 2123107, 2123108, 2123109, 2123110, 2123111, 2123112, 2123113, 2123114, 2123115, 2123116, 2123117, 2123118, 2123119, 2123120, 2123121, 2123122]","Maribyrnong (C), Moonee Valley (C)",27
140,IARE202012,South-West Central Victoria,"[['South', 'West', 'Central', 'Victoria']]",[],,27
126,IARE202009,Macedon Ranges - Moorabool,"[['Macedon', 'Ranges'], ['Moorabool']]","[2103001, 2103002, 2103003, 2103004, 2103005, 2103006, 2103007, 2103008, 2103009, 2103010, 2103011, 2103012, 2103013, 2103014, 2103015, 2103016, 2103018, 2103019, 2103020, 2103021, 2103022, 2103023, 2103024, 2103025, 2103101, 2103102, 2103103, 2103104, 2103105, 2103106, 2103107, 2103108, 2103109, 2103110, 2103111, 2103112, 2103113, 2103114, 2103115, 2103116, 2123201, 2123202, 2123203, 2123205, 2123206, 2123207, 2123208, 2123209, 2123210, 2123211, 2123212, 2123213, 2123214, 2123215, 2123216, 2123217, 2123218, 2123219, 2123220, 2123221, 2123222, 2123223, 2123224, 2123225, 2123226, 2123227, 2123228, 2123229, 2123230, 2123231, 2123232, 2123301, 2123302, 2123303, 2123304, 2123305, 2123306, 2123307, 2123308, 2123309, 2123310, 2123401, 2123402, 2123403, 2123404, 2123405, 2123406, 2123407, 2123408, 2123409, 2123501, 2123502, 2123503, 2123504, 2123505, 2123506, 2123507, 2123508, 2123509, 2123510, 2123511, 2123512, 2123513, 2123514, 2123515, 2123516, 2123517, 2123518, 2123519, 2123520, 2123521, 2100901, 2100902, 2100903, 2100904, 2100905, 2100906, 2100907, 2100908, 2100909, 2100910, 2100911, 2100912, 2100913, 2100914, 2100915, 2100916, 2100917, 2101104, 2101201, 2101202, 2101204, 2101205, 2101206, 2101207, 2101208, 2101209, 2101210, 2101211, 2101212, 2101213, 2101214, 2101215, 2101216, 2101217, 2135301, 2135302, 2135303, 2135304, 2135305, 2135306, 2135307, 2135308, 2135310, 2135311, 2135312, 2135313, 2135314, 2135315, 2135317, 2135318, 2135319, 2135320, 2135322, 2135323, 2135324, 2135325, 2135326, 2135328, 2135330, 2135331, 2135332, 2135333, 2135334, 2135335, 2135336, 2135337, 2135338, 2135339, 2135340, 2135341, 2135342, 2135343, 2135344, 2135345, 2135346, 2135347, 2135348, 2135349]","Macedon Ranges (S), Moorabool (S)",26
119,IARE201004,Cranbourne - Narre Warren,"[['Cranbourne'], ['Narre', 'Warren']]","[2130001, 2130002, 2130003, 2130004, 2130005, 2130006, 2130007, 2130008, 2130009, 2130010, 2130013, 2130016, 2130017, 2130018, 2130019, 2130021, 2130022, 2130023, 2130024, 2130025, 2130026, 2130027, 2130028, 2130029, 2130030, 2130031, 2130032, 2130033, 2130034, 2130035, 2130036, 2130037, 2130038, 2130039, 2130040, 2130041, 2130042, 2130043, 2130044, 2130045, 2130046, 2130047, 2130048, 2130049, 2130050, 2130051, 2130052, 2130053, 2130054, 2130055, 2130056, 2129901, 2129902, 2129903, 2129904, 2129905, 2129906, 2129908, 2129909, 2129910, 2129911, 2129912, 2129913, 2129914, 2129915, 2129916, 2129917, 2129918, 2129919, 2129920]","Cranbourne, Narre Warren North",25
131,IARE201012,Melbourne - Port Phillip,"[['Melbourne'], ['Port', 'Phillip']]","[2111701, 2111702, 2111703, 2111704, 2111705, 2111706, 2111707, 2111708, 2111709, 2111710, 2111711, 2111712, 2111713, 2111714, 2111715, 2111716, 2111717, 2111718, 2111719, 2111720, 2111721, 2111722, 2111723, 2111724, 2111725, 2111726, 2111727, 2111728, 2111729, 2111731, 2111733, 2111734, 2111735, 2111736, 2111801, 2111802, 2111804, 2111805, 2111806, 2111807, 2111808, 2111809, 2111810, 2111811, 2111812, 2111813, 2111814, 2111815, 2111816, 2111901, 2111902, 2111903, 2111904, 2111905, 2111906, 2111907, 2111908, 2111909, 2111910, 2111911, 2111912, 2111913, 2111914, 2111915, 2112001, 2112101, 2112102, 2112103, 2112104, 2112105, 2112106, 2112108, 2112109, 2112110, 2112111, 2112112, 2112113, 2112114, 2112115, 2112116, 2112118, 2112119, 2112121, 2112122, 2112123, 2112124, 2112125, 2112126, 2112127, 2112128, 2112129, 2112202, 2112203, 2112204, 2112205, 2112206, 2112209, 2112210, 2112211, 2112212, 2112213, 2112214, 2112215, 2112216, 2112217, 2112218, 2112219, 2112221, 2112222, 2112223, 2112224, 2112225, 2112229, 2112230, 2112231, 2112232, 2112233, 2112234, 2112235, 2112236, 2112237, 2112238, 2112239, 2112240, 2112241, 2112242, 2112243, 2112244, 2112245, 2112246, 2112247, 2112248, 2112249, 2112302, 2112303, 2112304, 2112305, 2112306, 2112307, 2112308, 2112309, 2112310, 2112311, 2112312, 2112313, 2112314, 2112315, 2112316, 2112317, 2112318, 2112319, 2112320, 2112321, 2112322, 2112323, 2112324, 2112325, 2112326, 2112327, 2112328, 2112329, 2112330, 2112331, 2112332, 2112333, 2112334, 2112335, 2112336, 2112337, 2112338, 2112339, 2112340, 2112401, 2112402, 2112403, 2112404, 2112406, 2112407, 2112409, 2112410, 2112411, 2112412, 2112413, 2112414, 2112415, 2112416, 2112417, 2112418, 2112501, 2112502, 2112503, 2112504, 2112505, 2112506, 2112507, 2112508, 2112509, 2112510, 2112511, 2112512, 2112513, 2112514, 2112602, 2112603, 2112604, 2112605, 2112606, 2112609, 2112610, 2112611, 2112612, 2112613, 2112614, 2112615, 2112616, 2112617, 2112618, 2112619, 2112620, 2112622, 2112623, 2112624, 2112625, 2112626, 2112627, 2112628, 2112629, 2112630, 2112631, 2112632, 2112633, 2112634, 2112635, 2112701, 2112702, 2113102, 2114013, 2112801, 2112802, 2112803, 2112804, 2112805, 2112806, 2112807, 2112808, 2112809, 2112810, 2112811, 2112812, 2112813, 2112814, 2112815, 2112816, 2112817, 2112818, 2112819, 2112820, 2112821, 2112822, 2112823, 2112824, 2112825, 2112826, 2112827, 2112828, 2112830, 2112831, 2112832, 2112833, 2112834, 2112835, 2112901, 2112902, 2112903, 2112904, 2112905, 2112906, 2112907, 2112908, 2112909, 2112910, 2112911, 2112912, 2112913, 2112914, 2112915, 2112916, 2112917, 2112918, 2112919, 2112920, 2112921, 2112922, 2112923, 2112924, 2112925, 2112926, 2112927, 2112928, 2112929, 2112930, 2112931, 2112932, 2112933, 2112934, 2112935, 2112936, 2112937, 2112938, 2112939, 2112940, 2113001, 2113002, 2113003, 2113004, 2113005, 2113006, 2113007, 2113008, 2113009, 2113010, 2113011, 2113012, 2113013, 2113014, 2113015, 2113016, 2113017, 2113019, 2113020, 2113021, 2113022, 2113023, 2113024, 2113025, 2113026, 2113027, 2113028, 2113029, 2113032, 2113033, 2113034, 2113035, 2113036, 2113037, 2113038, 2113039, 2113101, 2113201, 2113202, 2113203, 2113204, 2113206, 2113207, 2113208, 2113209, 2113210, 2113211, 2113212, 2113213, 2113214, 2113215, 2113217, 2113218, 2113219, 2113220, 2113221, 2113222, 2113223, 2113224, 2113225, 2113226, 2113227, 2113228, 2113229, 2113230, 2113301, 2113302, 2113303, 2113304, 2113305, 2113306, 2113307, 2113308, 2113309, 2113310, 2113311, 2113312, 2113313, 2113314, 2113315, 2113316, 2113317, 2113318, 2113319, 2113320, 2113321, 2113322, 2113323, 2113324, 2113325, 2113326, 2113327, 2113328, 2113329, 2113330, 2113331, 2113332, 2113333, 2113334, 2113335, 2113336, 2113337, 2113338, 2113339, 2113340, 2113341, 2113342, 2113343, 2113344, 2113345, 2113346, 2113347, 2113348, 2113349, 2113350, 2113351, 2113352, 2113353, 2113354, 2113355, 2113356, 2113401, 2113402, 2113403, 2113404, 2113405, 2113406, 2113407, 2113408, 2113409, 2113410, 2113411, 2113412, 2113413, 2113414, 2113415, 2113416, 2113417, 2113418, 2113419, 2113420, 2113421, 2113422, 2113423, 2113424, 2113425, 2113426, 2113427, 2113428, 2113429, 2113430, 2113431, 2113432, 2113433, 2113434, 2113435, 2113436, 2113437, 2113438, 2113439]","Melbourne (C), Port Phillip (C)",24
